canton,weights
AG,2.4950676604449825e-6
AI,-8.970758037631675e-7
AR,4.0800660324666615e-6
BE,-1.3093184789288774e-7
BL,8.10632947650044e-6
BS,2.2548545007708164e-6
FR,4.754827098331059e-6
GE,-3.7502159010177835e-5
GL,2.7027520953417576e-6
JU,0.4563363175603038
LU,0.22005159247086714
NE,-3.4645812831879446e-5
NW,-2.3059645321216434e-6
OW,5.771589452761549e-6
SG,4.732579596864831e-6
SH,0.25637786083936803
SO,5.814304215720234e-6
SZ,-1.6691081224336654e-5
TG,5.090635951855316e-6
TI,-4.083321867510918e-6
UR,3.239083773762694e-6
VD,0.06261969074346654
VS,2.994719236890351e-6
ZG,0.004666173211363101
ZH,-7.415285972795772e-6
