canton,weights
AG,3.92927141419218e-5
AI,6.491918943866858e-5
AR,-2.1064907067458122e-5
BE,3.374903061190792e-5
BL,-5.627437373948542e-5
BS,-6.26696544223055e-5
FR,1.4355714473779438e-5
GE,0.2965987611121486
GL,2.1106228181284946e-6
GR,-9.045553926154347e-5
JU,-1.3712853036870374e-4
LU,4.838078550666334e-5
NW,0.6974066859699509
OW,3.706537610425688e-5
SG,-3.634527987314456e-5
SH,-4.0583456879716935e-5
SO,-1.4104447050529302e-5
SZ,9.081779418956023e-5
TG,5.986828817227468e-7
TI,-8.606340687771855e-5
UR,2.1551869856554216e-5
VD,-1.0268814391596472e-4
VS,5.0491786231713444e-5
ZG,0.0062334066037099175
ZH,5.190483418874256e-6
