canton,weights
AG,0.1802830848621241
AI,0.04677235642808289
AR,0.08659997062788123
BE,1.242847227697197e-5
BL,0.09852814060621565
BS,-2.468799721933648e-4
FR,0.06441804172543387
GE,0.002166952746908292
GL,0.0759992935625036
GR,-9.105272465297192e-4
JU,0.14018616055117514
LU,-8.368861106795861e-4
NE,-0.0019212339709626732
NW,0.031291264118100376
OW,-6.006114760475471e-4
SH,-6.929792412680187e-4
SO,0.07883603038056207
SZ,0.020406338836668907
TG,0.07177465141357009
TI,0.06579947307073292
UR,7.062751958608473e-5
VD,-2.5874318008490914e-4
VS,0.04689689647699756
ZG,0.0011287441962660875
ZH,-0.0057025943971634
