canton,weights
AG,0.022205018724039276
AI,7.2353124309095495e-6
AR,8.023123691283936e-6
BE,1.2372213556465424e-5
BL,0.1986759157113153
BS,8.082085731996221e-6
GE,-6.108917858718767e-6
GL,7.776468026913174e-6
GR,7.88288495279907e-6
JU,8.747769433525196e-6
LU,9.105247839406755e-6
NE,1.687285565733359e-6
NW,7.331977234520084e-6
OW,5.820479112358257e-6
SG,1.0374060284863724e-5
SH,6.602401273466008e-6
SO,0.1066916293515851
SZ,2.1106766138065055e-6
TG,0.13674485125097033
TI,-1.1534545678475425e-5
UR,5.782054613837947e-6
VD,9.090616307426359e-6
VS,0.5357305076567925
ZG,-1.1801212757477162e-4
ZH,-3.02922151652779e-5
