canton,weights
AG,8.86290936761744e-9
AI,0.14775100368334704
AR,0.0965475708584117
BE,3.023694429926191e-10
BL,0.08106919014066759
BS,3.7054745072276993e-9
GE,-2.054171176530303e-9
GL,0.1103049345486551
GR,1.292821376077699e-10
JU,0.027027058223505762
LU,9.161642621172578e-10
NE,-1.2426792417842792e-10
NW,0.16729557342979756
OW,1.0888159675747389e-7
SG,-6.062664669107981e-10
SH,-1.0925876851153421e-7
SO,0.10662332356807333
SZ,1.773148583423364e-9
TG,0.11578801328983557
TI,6.22298243535127e-11
UR,-3.128300321691637e-10
VD,7.958334396124882e-10
VS,0.1475933192565722
ZG,1.5981302445922594e-11
ZH,-8.829353135295535e-11
