canton,weights
AG,-1.02568558597348
AI,-0.9588559799380347
AR,-0.9588559799380347
BE,0.052566641047788416
BL,-0.9588559799380348
BS,-0.3008693592512919
FR,-0.9588559799380346
GE,0.8285335125092669
GL,-0.9588559799380344
GR,1.1486027180680778
JU,-0.9588559799380346
LU,1.682102218284578
NE,-0.8610926407205282
NW,-0.9588559799380343
OW,0.9208427765326299
SG,-0.18307216617979655
SH,0.920842776532632
SO,-0.9588559799380345
SZ,-1.78888955211936
TG,-0.9588559799380347
TI,2.0448314411146487
UR,4.762106013693669
VD,1.2843701293973622
VS,-0.958855979938034
ZH,1.103370876443914
