canton,weights
AG,3.453528116336422e-9
AI,0.10501095367753652
AR,0.11406702994066288
BE,1.1877011956859654e-9
BL,0.11660957933708285
BS,1.722420539581177e-8
FR,0.10910578196127776
GE,-3.285314162341088e-9
GR,3.556236892980701e-9
JU,0.12549320536842754
LU,1.8914123570499732e-9
NE,4.2516868475684946e-10
NW,0.10144041139068599
OW,-6.815811797200921e-7
SG,3.1547496802651775e-9
SH,6.851231187148525e-7
SO,0.11241238168109226
SZ,3.466456753807807e-9
TG,0.11082085518190486
TI,1.117055651655573e-9
UR,2.777083688620778e-9
VD,3.3478521472099595e-9
VS,0.10503976060048284
ZG,-3.565413595001899e-10
ZH,-6.41336331723272e-10
