canton,weights
AG,1.3406599645518366e-8
AI,0.361606057099694
BE,4.348794962017618e-10
BL,0.20295112661198628
BS,8.342555056687795e-9
GE,-3.941660161668195e-9
GR,1.3308878252296777e-9
JU,0.07421205961163513
LU,3.0391359503653353e-9
NE,8.570941522691031e-10
OW,3.458572223643483e-7
SG,2.7680545448098407e-9
SH,-3.4441332159828423e-7
SZ,4.114488027860157e-9
TI,5.2796063166914214e-11
UR,3.017723932266536e-9
VD,1.755878509634783e-9
VS,0.3612307204322369
ZG,-1.8996515439984215e-10
ZH,-1.8854666502846346e-10
