canton,weights
AI,0.148989047407848
AR,0.006189210578315224
BE,-0.006279443028353236
BL,-0.001649084753084423
BS,0.013137648071506376
FR,0.08571625071923371
GE,0.07176596471909344
GL,0.04419335549102496
GR,-3.088129347688217e-4
JU,-0.0033832630951891205
LU,-5.896689345991923e-4
NE,0.0767284641791385
NW,0.20550676418420727
OW,0.0037762782946055423
SG,0.12246927799906845
SH,0.002314391580811419
SO,0.03402317835202523
SZ,0.0010360361083465238
TG,0.0593397919375596
TI,-0.001976303331223472
UR,8.249062479511012e-4
VD,-0.006068297323966858
VS,0.1485424506206724
ZG,1.224665547556015e-4
ZH,-0.0044206096561435195
