canton,weights
AG,-4.7472317509977254e-6
AI,1.4142079553599123e-4
AR,9.052987771051036e-5
BE,1.5054650678411984e-4
BL,7.514204698596793e-5
BS,-9.510729480467183e-5
FR,1.1896593683135709e-4
GE,-8.70282244329207e-4
GL,1.0414845702443453e-4
GR,0.06494345707467766
JU,2.0868099804541223e-5
NE,-3.2245673516933425e-4
NW,0.7982791933299864
OW,0.08752779121408182
SG,-1.0623944874504413e-5
SH,1.2773910172910006e-4
SO,1.0050935314409793e-4
SZ,-1.8555681518686167e-4
TG,1.0956096929599458e-4
TI,-2.8999401577908715e-4
UR,0.03647403975064061
VD,-1.819498254650118e-5
VS,1.412628266712492e-4
ZG,0.013933683005797975
ZH,-5.418950819069263e-4
