canton,weights
AG,9.453352718511601e-5
AI,0.9012580732453812
AR,0.0011413210397332868
BE,-7.611229268676376e-5
BL,-0.03596418030158433
BS,5.276200485986388e-5
FR,0.06971071572733459
GE,-8.419788483821261e-5
GL,0.03398053175788417
GR,-9.212573893284974e-5
JU,-0.16683785774122345
LU,2.882668297816138e-4
NE,1.0643514330936751e-4
OW,0.055220465277346385
SG,2.6605689509040384e-4
SH,-0.055104126179179286
SO,0.02520536537733426
SZ,1.4048995859011897e-4
TG,0.04703201294074957
TI,-2.1639031541838298e-5
UR,2.3701852813152592e-4
VD,-2.687782296993571e-5
VS,0.12347640272622758
ZG,-9.254618702246557e-6
ZH,5.920632462427531e-6
