canton,weights
AG,6.905477221124648e-4
AI,0.005332426505843299
AR,0.005332426505843847
BE,0.37109839055720006
BL,0.00533242650584466
BS,-0.2040518229292988
FR,0.005332426505845704
GE,0.1813519602969184
GL,0.005332426505844698
GR,0.07547543057077216
JU,0.0053324265058454405
LU,-0.025662976302528426
NE,-0.1583240219181229
NW,0.005332426505846066
OW,-0.176456429727113
SG,0.34894974003835466
SH,-0.1764564297271119
SO,0.005332426505845518
SZ,1.006004598936848
TG,0.005332426505845581
UR,-0.16350632156633346
VD,-0.18109060680650393
VS,0.005332426505844873
ZG,0.15538113162699546
ZH,-0.10672745583289936
