canton,weights
AG,0.12893668222388516
AI,-0.006210772037624586
AR,-0.027604132402438943
BE,0.24682049681002743
BL,0.06749367514397756
BS,-0.10727228084669944
FR,0.1235599665551311
GE,0.01553616036699025
GL,-0.023708603445847187
GR,0.31483872160761717
JU,-0.07492072064290776
NE,-0.09681335112785248
NW,0.6790072610883733
OW,-0.0820777741100892
SG,-0.12273188410746017
SH,-0.0974843276837724
SO,0.08576707971327215
SZ,-0.10453978705962375
TG,0.09608115570058333
TI,-0.05949943382700878
UR,-0.10196070320361854
VD,-0.029400884196706046
VS,0.14987333957127175
ZG,0.029077120549777645
ZH,-0.0027670046320649915
