canton,weights
AG,3.5683185847774253e-9
AI,0.09518910013383346
AR,0.11893582475469136
BE,1.2341142933727205e-9
BL,0.12587956239607462
BS,1.7829581926582586e-8
FR,0.10574234302301332
GE,-3.398405775024117e-9
GL,0.11270620168616505
GR,3.6993969079562757e-9
JU,0.1501340789400017
LU,1.96298910659833e-9
NE,4.440006337618963e-10
NW,0.08598705370147072
OW,-7.088047935294731e-7
SG,3.292351835872816e-9
SH,7.124846098158641e-7
SZ,3.5892639093195483e-9
TG,0.11016245127119967
TI,1.1560804721540563e-9
UR,2.899793869254404e-9
VD,3.473247908964584e-9
VS,0.09526334169752541
ZG,-3.7141879446777013e-10
ZH,-6.637704119287737e-10
