canton,weights
AG,1.846646249131754e-6
AI,0.010196301183991436
BE,-6.7414343555365875e-6
BL,0.010196301183954893
BS,1.2289251061454656e-6
FR,0.010196301183969053
GE,-1.3002245047584043e-5
JU,0.010196301183929845
LU,0.41511274197434783
NE,-1.0920519937994237e-5
OW,0.18743479737484497
SG,2.4941384667640347e-6
SH,0.18743479737489188
SZ,-3.0586731002681896e-6
TI,3.956527817714561e-6
UR,0.1586072018601002
VD,4.5868916394555915e-7
VS,0.010196301184117832
ZG,4.685392821141987e-4
ZH,-1.5845840893696856e-5
