canton,weights
AG,1.0973676686720215e-4
AI,-1.0894111287279164e-4
AR,7.0281123861615465e-6
BE,0.5851839675878083
BL,1.0754756177418553e-4
BS,1.2269440936516163e-4
FR,3.194186078031777e-5
GE,7.24297966598821e-5
GL,-2.51845869872969e-5
GR,9.689787613016599e-5
JU,0.3338535769633083
LU,-1.8759708652808792e-5
NE,-1.5840897934228066e-4
NW,-1.404228684411175e-4
OW,-8.272715826570218e-5
SG,1.2075914336217509e-4
SH,2.3998199207240174e-5
SO,5.4645002965614336e-5
SZ,-1.0948286865845693e-4
TG,3.821304065511851e-5
TI,-5.005384563753568e-7
UR,-8.88683329820126e-5
VS,-7.950783527814926e-6
ZG,-7.423021496446717e-4
ZH,0.08166011276344227
