canton,weights
AG,3.3485196924158426e-9
AI,0.07043168310521188
BE,1.1858861290274278e-9
BL,0.14785783955942797
BS,1.6869211062582197e-8
FR,0.09677322407148475
GE,-3.202241770787796e-9
GL,0.11415544204758961
GR,3.558055849919399e-9
JU,0.22647144620870618
LU,1.8605414312041949e-9
NE,4.239054201387762e-10
NW,0.04746281129876925
OW,-6.850663386060158e-7
SG,3.176868645800196e-9
SH,6.885810228593659e-7
SO,0.11842443363560326
SZ,3.3890495856024622e-9
TG,0.10780608512787987
TI,1.0954362655354728e-9
UR,2.8007296904335524e-9
VD,3.3126195107403152e-9
VS,0.07061699459769438
ZG,-3.5805466193943444e-10
ZH,-6.281863412299625e-10
