canton,weights
AG,-0.29223025025596117
AI,-0.17692139988004982
AR,-0.17692139988005273
BE,0.40562148854493013
BL,-0.1769213998800487
BS,0.45722161447006415
FR,-0.17692139988005004
GE,0.27160952045016185
GL,-0.17692139988004968
GR,0.127578861647559
JU,-0.1769213998800498
LU,-0.11973433921840461
NE,0.628808541817358
NW,-0.1769213998800502
OW,0.8289708504291894
SG,-0.681988331007833
SH,0.8289708504291896
SO,-0.17692139988005057
SZ,0.27052081563839775
TG,-0.17692139988005062
TI,-0.2087418456138405
UR,-1.1512794294538196
VD,1.1002151528571245
VS,-0.17692139988005043
ZG,0.30367049806564683
