canton,weights
AG,6.0957650910585874e-5
AI,-0.07724305085638053
AR,-0.011549245952932462
BE,-1.280209729039475e-5
BL,0.0083145171765692
BS,-1.5069879672440417e-4
FR,-0.048256638785966394
GE,1.109777515533686e-5
GL,-0.02912912708869925
GR,5.243425694054227e-5
JU,0.3992845129771763
LU,-1.7247283275617677e-4
NE,-8.794154000157434e-5
NW,-0.10251815468698072
OW,0.9995531008150582
SG,-1.287691314809234e-4
SO,-0.024431499510480008
SZ,-8.74114009453514e-5
TG,-0.03611600292470407
TI,-3.7026851491846664e-5
UR,-3.225220355735066e-4
VD,-4.363454485598656e-5
VS,-0.07703913282122778
ZG,2.0399312872360217e-5
ZH,2.9111893948462197e-5
