canton,weights
AG,-0.2875976529583596
AI,-0.08887507289297228
AR,-0.02182990002139573
BE,-0.0705692227204438
BL,0.3101009614950191
BS,-0.6113375209683076
FR,0.36787655999447927
GE,0.3088808814160249
GL,-0.04538497337832889
GR,-0.2863075891353416
JU,0.014611842636498309
LU,-0.1787839230399328
NE,-0.06265625279150461
NW,0.5575578076798252
OW,-0.06689879509836741
SG,-0.318848900437926
SH,0.005118336932155324
SO,0.3000314536729279
TG,0.30807952636068453
TI,0.2268369187962508
UR,0.19533959813326865
VD,0.03901784467213885
VS,0.39048351651551066
ZG,-0.025584977014608826
ZH,0.04073953215347247
