canton,weights
AG,3.6325134644561306e-7
AI,0.9916937858337509
BE,-1.526168945349737e-7
BL,6.440455300347696e-5
BS,6.914589190560334e-7
FR,0.008493170689726754
GE,-3.5134294215446403e-7
GR,2.478574890395942e-9
JU,-2.565755573465788e-4
LU,9.413730646776371e-7
NE,3.8367008740941204e-7
OW,1.355821364547995e-4
SG,1.1580562392412576e-6
SH,-1.3499927867491443e-4
SZ,5.609050922914207e-7
TI,-4.063665258750315e-8
UR,1.056840383189927e-6
VD,7.686237228339886e-8
ZG,-5.8104277353748806e-8
ZH,-6.073461515012505e-10
