canton,weights
AG,-7.754928875793206e-6
AI,-1.0006349326947498e-4
AR,-5.821707829618121e-7
BE,1.218410495925457e-4
BL,5.2250970792513315e-5
BS,6.157037247941056e-5
FR,-2.4982748158026677e-5
GE,0.5449845200499613
GL,-2.761353051779663e-5
GR,4.894039781676763e-5
JU,0.35058893113950346
LU,-7.021791106584699e-5
NE,-1.530774194800022e-4
NW,-1.3377158203270594e-4
OW,-1.453587155112354e-4
SG,7.734907935708668e-5
SH,-5.5065572706369e-5
SO,4.367792214990331e-6
SZ,-2.5329741456745984e-7
TG,-1.186811029211761e-5
UR,-5.84552267969076e-5
VD,1.034302232715779e-4
VS,-6.477361441234352e-5
ZG,0.10183109182629549
ZH,0.0029795454180208164
