canton,weights
AG,-6.464108424853442e-4
AI,-1.2771792397339103e-4
AR,0.0014100505613340788
BE,-0.0018937071113963014
BL,0.0018750239174788565
BS,0.0015048365827469532
FR,5.507994955489579e-4
GE,-0.005275240180638655
GL,9.985385895792125e-4
JU,0.47774468832214356
LU,0.1963414500735829
NE,-0.006057070701762954
NW,-7.193605938645792e-4
OW,3.9746026384236417e-4
SG,4.226587878835847e-4
SH,0.3250458555555657
SO,0.001108501220857755
SZ,-0.0030074025259732616
TG,8.349889597845518e-4
TI,0.0010360935923304786
UR,7.773322269434608e-4
VD,0.0013844587686783311
VS,-1.2294458608372937e-4
ZG,0.009351109671238974
ZH,-0.002933992122082821
