canton,weights
AG,5.2706649079275315e-9
AI,0.24999998502952175
BE,6.750745376673551e-10
BL,0.24999998502937534
BS,1.977007214847055e-8
FR,0.24999998502936835
GE,-4.815977988344037e-9
GR,3.779444690305693e-9
JU,0.24999998502940038
LU,4.442615219805259e-9
NE,1.980947119418484e-9
OW,2.7937459826493512e-9
SG,7.41578240169953e-9
SH,2.793746062998679e-9
SZ,5.776053276297237e-9
TI,8.534217965509174e-10
UR,6.929438427457111e-9
VD,3.3842565261684027e-9
ZG,-5.222414719184467e-10
ZH,-6.452592628355912e-10
