canton,weights
AG,-4.169690512096378e-4
AI,0.012818770382251904
AR,0.005158666723925146
BE,-0.02211404769355649
BL,0.12950118550008932
FR,0.009438863834405802
GE,0.09836374082027814
GL,0.007208535989947532
GR,-0.0033682281020503027
JU,0.6945871630828208
LU,8.819170563608655e-4
NE,0.11130914448776145
NW,0.015765926754861034
OW,-9.205062450060371e-4
SG,0.005365781294870698
SH,-0.0078071210850685175
SO,0.006660777883706933
SZ,-0.021837946536630418
TG,0.008023227621808722
TI,-0.04981394111910536
UR,0.009797633722793726
VD,-0.03247153490848636
VS,0.012794992899856217
ZG,6.496958595629028e-4
ZH,0.010424270816957603
