canton,weights
AG,2.8942893720632736e-9
AI,0.11111110804242219
AR,0.11111110804242137
BE,3.0920495437068856e-10
BL,0.11111110804244176
BS,1.072146399587971e-8
FR,0.1111111080423971
GE,-2.548788586213728e-9
GL,0.11111110804242806
GR,1.513795129774816e-9
LU,1.9471203969402253e-9
NE,7.535299650944333e-10
NW,0.11111110804243136
OW,1.2022653407140208e-9
SG,2.6725554912751635e-9
SH,1.202265326956512e-9
SO,0.11111110804245444
SZ,2.8638236272082758e-9
TG,0.1111111080424261
TI,5.27051047116848e-10
UR,2.46720371955958e-9
VD,1.6510566729133906e-9
VS,0.11111110804241227
ZG,-1.9391233380889524e-10
ZH,-3.653566137408239e-10
