canton,weights
AG,0.18032227527733594
AI,0.12463389011794541
BE,3.705576964069734e-5
BL,0.16205603830156304
BS,-2.4393930029018344e-4
FR,0.13738341873868293
GE,0.0022262432829299986
GR,-9.216019887181582e-4
JU,0.19223598201965744
LU,-8.254379827861433e-4
NE,-0.0019639891484099004
OW,-5.716326786161404e-4
SH,-6.802814516895993e-4
SZ,0.020488642297914174
TI,0.06595985441353047
UR,1.0707756193610532e-4
VD,-2.4362481687731575e-4
VS,0.1247238402754651
ZG,0.0011662842244262296
ZH,-0.005890094913425345
