canton,weights
AG,1.8164673167129594e-4
AI,-0.05363183472097297
AR,-0.07842644841271026
BE,-1.1328822382846701e-4
BL,-0.08592356833198476
BS,-5.105263081604877e-4
FR,-0.06457208838137912
GE,-6.949409065911992e-6
GL,-0.0717913271531655
GR,-1.1076133805702656e-4
JU,-0.11236643040606398
LU,-2.2918448049012025e-4
NE,-1.1071496760713364e-4
NW,0.6660160672087189
SG,-2.278442666496252e-4
SH,0.9991282272448281
SO,-0.0735643384933693
SZ,-1.2710928134936804e-4
TG,-0.06915429178086771
TI,-1.0141620384330554e-4
UR,-5.740623807544922e-4
VD,-1.9289346597802708e-4
VS,-0.053708798886973934
ZG,4.976841605974086e-5
ZH,6.816729237422002e-5
