canton,weights
AG,3.8238186035616315e-4
AI,0.24043208444377864
BE,-2.723651893983759e-4
BL,-0.11434260259454399
BS,-2.906503133270681e-4
FR,0.056998787996789806
GE,-1.8680897898944103e-4
GR,-2.676423236764982e-4
JU,-0.32654132458627644
LU,4.4980642654934844e-4
NE,7.778365332762839e-5
SG,3.522277234641971e-4
SH,0.9992714716170958
SZ,1.472247342122706e-4
TI,-1.378996812714694e-4
UR,-1.590655981810597e-4
VD,-2.0049135714294563e-4
VS,0.14417453098565516
ZG,2.6416852076163993e-5
ZH,8.613433310017425e-5
