canton,weights
AG,0.1472665695213935
AI,4.164156334658739e-5
AR,5.256814172819611e-5
BE,8.29215312240955e-5
BS,5.8788051413098266e-5
FR,0.35742751600605166
GE,-3.2900399919098244e-5
GL,4.938981596466609e-5
GR,5.3748835683667565e-5
JU,0.43208469127766364
LU,5.411536464822782e-5
NE,6.360235055264297e-6
NW,4.027159164191607e-5
OW,3.127913423538765e-5
SG,6.956337658764526e-5
SH,4.163392550711403e-5
SO,0.06349255011019142
SZ,8.639705241145698e-6
TG,6.456541416214627e-5
TI,-7.128082744761612e-5
UR,3.287901201431627e-5
VD,6.440198436921165e-5
VS,6.33846353053737e-5
ZG,-7.933749279844775e-4
ZH,-1.8992317816559628e-4
