canton,weights
AI,0.2902952801328653
BE,-0.0026984691455465173
BL,-0.0011492267738181672
BS,0.012056786460206642
FR,0.15811014284571706
GE,0.06496383318623805
GR,-9.333356680136512e-4
JU,-0.002282539297464807
LU,-3.73956353453255e-4
NE,0.07685832496386179
OW,0.0011548231510530938
SG,0.11969886419865666
SH,1.994574601502434e-4
SZ,0.001198350560275081
TI,-4.490026369202866e-4
UR,2.013846401571405e-4
VD,-0.003445490751220357
VS,0.2893625720468036
ZG,-1.4843942664355826e-4
ZH,-0.0026193596013271325
