canton,weights
AG,2.4728747189830368e-9
AI,0.21121546614102554
BE,1.935286665563754e-9
BL,0.031192097917821845
BS,7.096629223428848e-6
FR,9.794806802829844e-5
GE,-1.5286435782341316e-9
GL,0.2378819260875183
GR,2.6966015177409322e-9
JU,0.3560810346660049
LU,2.414786740770118e-9
NE,1.0376146944067145e-9
NW,0.15970096233070133
OW,2.458879114483171e-9
SG,2.5916320870029245e-9
SH,2.6089256866550392e-9
SO,0.003620833026802304
SZ,1.3487532180224208e-9
TG,2.0265520483749141e-4
TI,-2.3851711876451525e-9
UR,2.4677223075102922e-9
VD,1.7515614894977536e-9
VS,2.8681125011384428e-9
ZG,-3.1723432598237504e-8
ZH,-1.1088132693313155e-8
