canton,weights
AG,-0.8604021117803288
AI,-0.39883965438411884
AR,-1.2267963863110256
BE,-0.06506520010272576
BL,-1.4771447476004749
BS,-0.6755784275862147
FR,-0.7641632194203372
GE,0.7516142300323623
GL,-1.0052324054422994
GR,0.890276362323223
JU,-2.360140785888878
LU,1.9405333207524171
NE,-0.7279319375692591
NW,-0.08029070753153225
OW,1.335778285569231
SG,-0.11731487988025065
SH,0.5914255701193855
SO,-1.0644378721249703
SZ,-1.6058247170560784
TG,-0.9171749258663079
TI,1.9946713010379187
UR,5.0032154238406585
VD,1.1047931619086526
VS,-0.4014096883502321
ZH,1.1354400130860278
