canton,weights
AG,3.746566066196143e-9
AI,0.030670816759772995
AR,0.14644412771059231
BE,1.4169079240428106e-9
BS,1.933690632741954e-8
FR,0.08175406430360836
GE,-3.6194845174126215e-9
GL,0.11546280385214183
GR,4.227608218744129e-9
JU,0.367747801040773
LU,2.100266871093657e-9
NE,4.687169402086785e-10
NW,-1.0717743268219922e-6
OW,-8.35124344936604e-7
SG,3.727208767495641e-9
SH,8.39208007015288e-7
SO,0.12374151292002246
SZ,3.8356281744240744e-9
TG,0.10314971360084631
TI,1.267377298537881e-9
UR,3.285268698654401e-9
VD,3.871002723011418e-9
VS,0.03103018498530671
ZG,-4.2488704050822826e-10
ZH,-7.221214201933774e-10
