canton,weights
AG,4.274278219658873e-4
AI,-0.23071534468498806
AR,0.4473142560570205
BE,4.2506393640869705e-4
BL,0.652329316513345
BS,0.003590826535924574
FR,0.06845510878405561
GE,-5.07391141257166e-4
GL,0.2658712751690265
GR,0.0011338872827654054
LU,2.0876534607104804e-4
NE,-2.2830483422597935e-5
NW,-0.4915811688554554
OW,-0.30437801116804725
SG,7.029955041522983e-4
SH,0.3051866617013557
SO,0.31435576401803433
SZ,5.161148877151342e-4
TG,0.19375932122636236
TI,2.8205825086195134e-4
UR,5.992668302243119e-4
VD,9.062755147592571e-4
VS,-0.2286106947235277
ZG,-1.0592976709063385e-4
ZH,-1.4301455624844662e-4
