Month,Canton,Companies (Y),Tax Burden (TX),Working Population (WP),Share of financial Sector (f),Share of IT Sector (it),Treatment (t)
2017-06-30,NE,0,3126.0,106567.0,,,0.0
2017-06-30,GE,0,4892.0,309359.0,,,0.0
2017-06-30,JU,0,4408.6,42657.0,,,0.0
2017-07-31,ZG,17,2361.0,79087.0,0.4705882352941176,0.3529411764705882,0.0
2017-07-31,ZH,8,4356.0,952121.0,0.25,0.625,0.0
2017-07-31,BE,0,3180.9,622668.0,,,0.0
2017-07-31,LU,0,2629.7,252896.0,,,0.0
2017-07-31,UR,0,2990.1892,21656.0,,,0.0
2017-07-31,SZ,0,3063.45,99111.0,,,0.0
2017-07-31,OW,1,2726.3,23079.0,1.0,0.0,0.0
2017-07-31,NW,0,2541.0,26620.0,,,0.0
2017-07-31,GL,0,3362.0,24631.0,,,0.0
2017-07-31,FR,0,3103.05,195404.0,,,0.0
2017-07-31,SO,0,3273.2,167169.0,,,0.0
2017-07-31,BS,0,4857.0,122052.0,,,0.0
2017-07-31,BL,0,3542.0,169687.0,,,0.0
2017-07-31,SH,1,3364.0,48973.0,0.0,0.0,0.0
2017-07-31,AR,0,3390.0,33438.0,,,0.0
2017-07-31,AI,0,2838.0,9613.0,,,0.0
2017-07-31,SG,0,3476.0,309810.0,,,0.0
2017-07-31,GR,1,3602.0,120638.0,1.0,0.0,0.0
2017-07-31,AG,0,3021.2,418619.0,,,0.0
2017-07-31,TG,0,3286.0,170831.0,,,0.0
2017-07-31,TI,2,4365.424999999999,210041.0,0.0,0.5,0.0
2017-07-31,VD,1,4267.26,488905.0,0.0,1.0,0.0
2017-07-31,VS,0,2812.5,207639.0,,,0.0
2017-07-31,NE,0,3126.0,106567.0,,,0.0
2017-07-31,GE,0,4892.0,309359.0,,,0.0
2017-07-31,JU,0,4408.6,42657.0,,,0.0
2017-08-31,ZG,17,2361.0,79087.0,0.4705882352941176,0.3529411764705882,0.0
2017-08-31,ZH,8,4356.0,952121.0,0.25,0.625,0.0
2017-08-31,BE,0,3180.9,622668.0,,,0.0
2017-08-31,LU,1,2629.7,252896.0,1.0,0.0,0.0
2017-08-31,UR,0,2990.1892,21656.0,,,0.0
2017-08-31,SZ,0,3063.45,99111.0,,,0.0
2017-08-31,OW,1,2726.3,23079.0,1.0,0.0,0.0
2017-08-31,NW,0,2541.0,26620.0,,,0.0
2017-08-31,GL,0,3362.0,24631.0,,,0.0
2017-08-31,FR,0,3103.05,195404.0,,,0.0
2017-08-31,SO,0,3273.2,167169.0,,,0.0
2017-08-31,BS,0,4857.0,122052.0,,,0.0
2017-08-31,BL,0,3542.0,169687.0,,,0.0
2017-08-31,SH,1,3364.0,48973.0,0.0,0.0,0.0
2017-08-31,AR,0,3390.0,33438.0,,,0.0
2017-08-31,AI,0,2838.0,9613.0,,,0.0
2017-08-31,SG,0,3476.0,309810.0,,,0.0
2017-08-31,GR,1,3602.0,120638.0,1.0,0.0,0.0
2017-08-31,AG,0,3021.2,418619.0,,,0.0
2017-08-31,TG,0,3286.0,170831.0,,,0.0
2017-08-31,TI,2,4365.424999999999,210041.0,0.0,0.5,0.0
2017-08-31,VD,1,4267.26,488905.0,0.0,1.0,0.0
2017-08-31,VS,0,2812.5,207639.0,,,0.0
2017-08-31,NE,0,3126.0,106567.0,,,0.0
2017-08-31,GE,0,4892.0,309359.0,,,0.0
2017-08-31,JU,0,4408.6,42657.0,,,0.0
2017-09-30,ZG,18,2361.0,79087.0,0.4444444444444444,0.3333333333333333,0.0
2017-09-30,ZH,8,4356.0,952121.0,0.25,0.625,0.0
2017-09-30,BE,0,3180.9,622668.0,,,0.0
2017-09-30,LU,1,2629.7,252896.0,1.0,0.0,0.0
2017-09-30,UR,0,2990.1892,21656.0,,,0.0
2017-09-30,SZ,0,3063.45,99111.0,,,0.0
2017-09-30,OW,1,2726.3,23079.0,1.0,0.0,0.0
2017-09-30,NW,0,2541.0,26620.0,,,0.0
2017-09-30,GL,0,3362.0,24631.0,,,0.0
2017-09-30,FR,0,3103.05,195404.0,,,0.0
2017-09-30,SO,0,3273.2,167169.0,,,0.0
2017-09-30,BS,0,4857.0,122052.0,,,0.0
2017-09-30,BL,0,3542.0,169687.0,,,0.0
2017-09-30,SH,1,3364.0,48973.0,0.0,0.0,0.0
2017-09-30,AR,0,3390.0,33438.0,,,0.0
2017-09-30,AI,0,2838.0,9613.0,,,0.0
2017-09-30,SG,0,3476.0,309810.0,,,0.0
2017-09-30,GR,1,3602.0,120638.0,1.0,0.0,0.0
2017-09-30,AG,0,3021.2,418619.0,,,0.0
2017-09-30,TG,0,3286.0,170831.0,,,0.0
2017-09-30,TI,2,4365.424999999999,210041.0,0.0,0.5,0.0
2017-09-30,VD,1,4267.26,488905.0,0.0,1.0,0.0
2017-09-30,VS,0,2812.5,207639.0,,,0.0
2017-09-30,NE,0,3126.0,106567.0,,,0.0
2017-09-30,GE,1,4892.0,309359.0,1.0,0.0,0.0
2017-09-30,JU,0,4408.6,42657.0,,,0.0
2017-10-31,ZG,22,2361.0,79087.0,0.4545454545454545,0.3636363636363636,0.0
2017-10-31,ZH,10,4356.0,952121.0,0.2,0.7,0.0
2017-10-31,BE,0,3180.9,622668.0,,,0.0
2017-10-31,LU,1,2629.7,252896.0,1.0,0.0,0.0
2017-10-31,UR,0,2990.1892,21656.0,,,0.0
2017-10-31,SZ,0,3063.45,99111.0,,,0.0
2017-10-31,OW,1,2726.3,23079.0,1.0,0.0,0.0
2017-10-31,NW,0,2541.0,26620.0,,,0.0
2017-10-31,GL,0,3362.0,24631.0,,,0.0
2017-10-31,FR,0,3103.05,195404.0,,,0.0
2017-10-31,SO,0,3273.2,167169.0,,,0.0
2017-10-31,BS,0,4857.0,122052.0,,,0.0
2017-10-31,BL,0,3542.0,169687.0,,,0.0
2017-10-31,SH,1,3364.0,48973.0,0.0,0.0,0.0
2017-10-31,AR,0,3390.0,33438.0,,,0.0
2017-10-31,AI,0,2838.0,9613.0,,,0.0
2017-10-31,SG,0,3476.0,309810.0,,,0.0
2017-10-31,GR,1,3602.0,120638.0,1.0,0.0,0.0
2017-10-31,AG,0,3021.2,418619.0,,,0.0
2017-10-31,TG,0,3286.0,170831.0,,,0.0
2017-10-31,TI,2,4365.424999999999,210041.0,0.0,0.5,0.0
2017-10-31,VD,1,4267.26,488905.0,0.0,1.0,0.0
2017-10-31,VS,0,2812.5,207639.0,,,0.0
2017-10-31,NE,0,3126.0,106567.0,,,0.0
2017-10-31,GE,1,4892.0,309359.0,1.0,0.0,0.0
2017-10-31,JU,0,4408.6,42657.0,,,0.0
2017-11-30,ZG,25,2361.0,79087.0,0.44,0.36,0.0
2017-11-30,ZH,11,4356.0,952121.0,0.2727272727272727,0.6363636363636364,0.0
2017-11-30,BE,0,3180.9,622668.0,,,0.0
2017-11-30,LU,1,2629.7,252896.0,1.0,0.0,0.0
2017-11-30,UR,0,2990.1892,21656.0,,,0.0
2017-11-30,SZ,0,3063.45,99111.0,,,0.0
2017-11-30,OW,1,2726.3,23079.0,1.0,0.0,0.0
2017-11-30,NW,0,2541.0,26620.0,,,0.0
2017-11-30,GL,0,3362.0,24631.0,,,0.0
2017-11-30,FR,0,3103.05,195404.0,,,0.0
2017-11-30,SO,0,3273.2,167169.0,,,0.0
2017-11-30,BS,0,4857.0,122052.0,,,0.0
2017-11-30,BL,0,3542.0,169687.0,,,0.0
2017-11-30,SH,1,3364.0,48973.0,0.0,0.0,0.0
2017-11-30,AR,0,3390.0,33438.0,,,0.0
2017-11-30,AI,0,2838.0,9613.0,,,0.0
2017-11-30,SG,0,3476.0,309810.0,,,0.0
2017-11-30,GR,1,3602.0,120638.0,1.0,0.0,0.0
2017-11-30,AG,0,3021.2,418619.0,,,0.0
2017-11-30,TG,0,3286.0,170831.0,,,0.0
2017-11-30,TI,2,4365.424999999999,210041.0,0.0,0.5,0.0
2017-11-30,VD,2,4267.26,488905.0,0.5,0.5,0.0
2017-11-30,VS,0,2812.5,207639.0,,,0.0
2017-11-30,NE,0,3126.0,106567.0,,,0.0
2017-11-30,GE,1,4892.0,309359.0,1.0,0.0,0.0
2017-11-30,JU,0,4408.6,42657.0,,,0.0
2017-12-31,ZG,30,2361.0,79087.0,0.4333333333333333,0.4,0.0
2017-12-31,ZH,12,4356.0,952121.0,0.25,0.5833333333333334,0.0
2017-12-31,BE,1,3180.9,622668.0,0.0,0.0,0.0
2017-12-31,LU,1,2629.7,252896.0,1.0,0.0,0.0
2017-12-31,UR,1,2990.1892,21656.0,0.0,0.0,0.0
2017-12-31,SZ,0,3063.45,99111.0,,,0.0
2017-12-31,OW,1,2726.3,23079.0,1.0,0.0,0.0
2017-12-31,NW,0,2541.0,26620.0,,,0.0
2017-12-31,GL,0,3362.0,24631.0,,,0.0
2017-12-31,FR,0,3103.05,195404.0,,,0.0
2017-12-31,SO,0,3273.2,167169.0,,,0.0
2017-12-31,BS,0,4857.0,122052.0,,,0.0
2017-12-31,BL,0,3542.0,169687.0,,,0.0
2017-12-31,SH,1,3364.0,48973.0,0.0,0.0,0.0
2017-12-31,AR,0,3390.0,33438.0,,,0.0
2017-12-31,AI,0,2838.0,9613.0,,,0.0
2017-12-31,SG,0,3476.0,309810.0,,,0.0
2017-12-31,GR,1,3602.0,120638.0,1.0,0.0,0.0
2017-12-31,AG,0,3021.2,418619.0,,,0.0
2017-12-31,TG,0,3286.0,170831.0,,,0.0
2017-12-31,TI,2,4365.424999999999,210041.0,0.0,0.5,0.0
2017-12-31,VD,2,4267.26,488905.0,0.5,0.5,0.0
2017-12-31,VS,0,2812.5,207639.0,,,0.0
2017-12-31,NE,0,3126.0,106567.0,,,0.0
2017-12-31,GE,1,4892.0,309359.0,1.0,0.0,0.0
2017-12-31,JU,0,4408.6,42657.0,,,0.0
2018-01-31,ZG,32,2361.5,79597.0,0.4375,0.40625,0.0
2018-01-31,ZH,12,4356.0,962059.0,0.25,0.5833333333333334,0.0
2018-01-31,BE,1,3180.9,622412.0,0.0,0.0,0.0
2018-01-31,LU,1,2629.7,254126.0,1.0,0.0,0.0
2018-01-31,UR,1,2982.3012,21651.0,0.0,0.0,0.0
2018-01-31,SZ,0,3043.85,99947.0,,,0.0
2018-01-31,OW,1,2726.3,23100.0,1.0,0.0,0.0
2018-01-31,NW,0,2541.0,26552.0,,,0.0
2018-01-31,GL,0,3357.0,24566.0,,,0.0
2018-01-31,FR,0,3103.05,197382.0,,,0.0
2018-01-31,SO,0,3256.5,167704.0,,,0.0
2018-01-31,BS,0,4857.0,122466.0,,,0.0
2018-01-31,BL,0,3542.0,169597.0,,,0.0
2018-01-31,SH,1,3327.0,49233.0,0.0,0.0,0.0
2018-01-31,AR,0,3390.0,33220.0,,,0.0
2018-01-31,AI,0,2838.0,9630.0,,,0.0
2018-01-31,SG,0,3476.0,310799.0,,,0.0
2018-01-31,GR,1,3635.0,120386.0,1.0,0.0,0.0
2018-01-31,AG,0,3021.2,421254.0,,,0.0
2018-01-31,TG,0,3286.0,171646.0,,,0.0
2018-01-31,TI,3,4340.75,209350.0,0.0,0.6666666666666666,0.0
2018-01-31,VD,2,4267.26,492075.0,0.5,0.5,0.0
2018-01-31,VS,0,2812.5,208500.0,,,0.0
2018-01-31,NE,0,3126.0,105812.0,,,0.0
2018-01-31,GE,1,4892.0,312012.0,1.0,0.0,0.0
2018-01-31,JU,0,4403.55,42692.0,,,0.0
2018-02-28,ZG,37,2361.5,79597.0,0.4324324324324324,0.4054054054054054,0.0
2018-02-28,ZH,13,4356.0,962059.0,0.3076923076923077,0.5384615384615384,0.0
2018-02-28,BE,1,3180.9,622412.0,0.0,0.0,0.0
2018-02-28,LU,1,2629.7,254126.0,1.0,0.0,0.0
2018-02-28,UR,1,2982.3012,21651.0,0.0,0.0,0.0
2018-02-28,SZ,0,3043.85,99947.0,,,0.0
2018-02-28,OW,1,2726.3,23100.0,1.0,0.0,0.0
2018-02-28,NW,0,2541.0,26552.0,,,0.0
2018-02-28,GL,0,3357.0,24566.0,,,0.0
2018-02-28,FR,0,3103.05,197382.0,,,0.0
2018-02-28,SO,0,3256.5,167704.0,,,0.0
2018-02-28,BS,0,4857.0,122466.0,,,0.0
2018-02-28,BL,0,3542.0,169597.0,,,0.0
2018-02-28,SH,1,3327.0,49233.0,0.0,0.0,0.0
2018-02-28,AR,0,3390.0,33220.0,,,0.0
2018-02-28,AI,0,2838.0,9630.0,,,0.0
2018-02-28,SG,0,3476.0,310799.0,,,0.0
2018-02-28,GR,1,3635.0,120386.0,1.0,0.0,0.0
2018-02-28,AG,0,3021.2,421254.0,,,0.0
2018-02-28,TG,0,3286.0,171646.0,,,0.0
2018-02-28,TI,4,4340.75,209350.0,0.0,0.5,0.0
2018-02-28,VD,2,4267.26,492075.0,0.5,0.5,0.0
2018-02-28,VS,0,2812.5,208500.0,,,0.0
2018-02-28,NE,0,3126.0,105812.0,,,0.0
2018-02-28,GE,1,4892.0,312012.0,1.0,0.0,0.0
2018-02-28,JU,0,4403.55,42692.0,,,0.0
2018-03-31,ZG,40,2361.5,79597.0,0.475,0.375,0.0
2018-03-31,ZH,15,4356.0,962059.0,0.2666666666666666,0.6,0.0
2018-03-31,BE,1,3180.9,622412.0,0.0,0.0,0.0
2018-03-31,LU,1,2629.7,254126.0,1.0,0.0,0.0
2018-03-31,UR,1,2982.3012,21651.0,0.0,0.0,0.0
2018-03-31,SZ,1,3043.85,99947.0,1.0,0.0,0.0
2018-03-31,OW,1,2726.3,23100.0,1.0,0.0,0.0
2018-03-31,NW,0,2541.0,26552.0,,,0.0
2018-03-31,GL,0,3357.0,24566.0,,,0.0
2018-03-31,FR,0,3103.05,197382.0,,,0.0
2018-03-31,SO,0,3256.5,167704.0,,,0.0
2018-03-31,BS,0,4857.0,122466.0,,,0.0
2018-03-31,BL,0,3542.0,169597.0,,,0.0
2018-03-31,SH,1,3327.0,49233.0,0.0,0.0,0.0
2018-03-31,AR,0,3390.0,33220.0,,,0.0
2018-03-31,AI,0,2838.0,9630.0,,,0.0
2018-03-31,SG,0,3476.0,310799.0,,,0.0
2018-03-31,GR,1,3635.0,120386.0,1.0,0.0,0.0
2018-03-31,AG,0,3021.2,421254.0,,,0.0
2018-03-31,TG,0,3286.0,171646.0,,,0.0
2018-03-31,TI,4,4340.75,209350.0,0.0,0.5,0.0
2018-03-31,VD,2,4267.26,492075.0,0.5,0.5,0.0
2018-03-31,VS,0,2812.5,208500.0,,,0.0
2018-03-31,NE,0,3126.0,105812.0,,,0.0
2018-03-31,GE,1,4892.0,312012.0,1.0,0.0,0.0
2018-03-31,JU,0,4403.55,42692.0,,,0.0
2018-04-30,ZG,43,2361.5,79597.0,0.4651162790697674,0.3488372093023256,0.0
2018-04-30,ZH,17,4356.0,962059.0,0.3529411764705882,0.5294117647058824,0.0
2018-04-30,BE,1,3180.9,622412.0,0.0,0.0,0.0
2018-04-30,LU,1,2629.7,254126.0,1.0,0.0,0.0
2018-04-30,UR,1,2982.3012,21651.0,0.0,0.0,0.0
2018-04-30,SZ,2,3043.85,99947.0,1.0,0.0,0.0
2018-04-30,OW,1,2726.3,23100.0,1.0,0.0,0.0
2018-04-30,NW,0,2541.0,26552.0,,,0.0
2018-04-30,GL,0,3357.0,24566.0,,,0.0
2018-04-30,FR,0,3103.05,197382.0,,,0.0
2018-04-30,SO,0,3256.5,167704.0,,,0.0
2018-04-30,BS,0,4857.0,122466.0,,,0.0
2018-04-30,BL,0,3542.0,169597.0,,,0.0
2018-04-30,SH,1,3327.0,49233.0,0.0,0.0,0.0
2018-04-30,AR,0,3390.0,33220.0,,,0.0
2018-04-30,AI,0,2838.0,9630.0,,,0.0
2018-04-30,SG,0,3476.0,310799.0,,,0.0
2018-04-30,GR,1,3635.0,120386.0,1.0,0.0,0.0
2018-04-30,AG,0,3021.2,421254.0,,,0.0
2018-04-30,TG,0,3286.0,171646.0,,,0.0
2018-04-30,TI,6,4340.75,209350.0,0.0,0.5,0.0
2018-04-30,VD,2,4267.26,492075.0,0.5,0.5,0.0
2018-04-30,VS,0,2812.5,208500.0,,,0.0
2018-04-30,NE,0,3126.0,105812.0,,,0.0
2018-04-30,GE,3,4892.0,312012.0,1.0,0.0,0.0
2018-04-30,JU,0,4403.55,42692.0,,,0.0
2018-05-31,ZG,48,2361.5,79597.0,0.4791666666666667,0.3333333333333333,0.0
2018-05-31,ZH,18,4356.0,962059.0,0.3888888888888889,0.5,0.0
2018-05-31,BE,1,3180.9,622412.0,0.0,0.0,0.0
2018-05-31,LU,1,2629.7,254126.0,1.0,0.0,0.0
2018-05-31,UR,1,2982.3012,21651.0,0.0,0.0,0.0
2018-05-31,SZ,2,3043.85,99947.0,1.0,0.0,0.0
2018-05-31,OW,1,2726.3,23100.0,1.0,0.0,0.0
2018-05-31,NW,0,2541.0,26552.0,,,0.0
2018-05-31,GL,0,3357.0,24566.0,,,0.0
2018-05-31,FR,0,3103.05,197382.0,,,0.0
2018-05-31,SO,0,3256.5,167704.0,,,0.0
2018-05-31,BS,0,4857.0,122466.0,,,0.0
2018-05-31,BL,0,3542.0,169597.0,,,0.0
2018-05-31,SH,1,3327.0,49233.0,0.0,0.0,0.0
2018-05-31,AR,0,3390.0,33220.0,,,0.0
2018-05-31,AI,0,2838.0,9630.0,,,0.0
2018-05-31,SG,0,3476.0,310799.0,,,0.0
2018-05-31,GR,1,3635.0,120386.0,1.0,0.0,0.0
2018-05-31,AG,0,3021.2,421254.0,,,0.0
2018-05-31,TG,0,3286.0,171646.0,,,0.0
2018-05-31,TI,8,4340.75,209350.0,0.0,0.5,0.0
2018-05-31,VD,3,4267.26,492075.0,0.6666666666666666,0.3333333333333333,0.0
2018-05-31,VS,0,2812.5,208500.0,,,0.0
2018-05-31,NE,0,3126.0,105812.0,,,0.0
2018-05-31,GE,3,4892.0,312012.0,1.0,0.0,0.0
2018-05-31,JU,0,4403.55,42692.0,,,0.0
2018-06-30,ZG,54,2361.5,79597.0,0.4259259259259259,0.3888888888888889,0.0
2018-06-30,ZH,18,4356.0,962059.0,0.3888888888888889,0.5,0.0
2018-06-30,BE,1,3180.9,622412.0,0.0,0.0,0.0
2018-06-30,LU,1,2629.7,254126.0,1.0,0.0,0.0
2018-06-30,UR,1,2982.3012,21651.0,0.0,0.0,0.0
2018-06-30,SZ,2,3043.85,99947.0,1.0,0.0,0.0
2018-06-30,OW,1,2726.3,23100.0,1.0,0.0,0.0
2018-06-30,NW,0,2541.0,26552.0,,,0.0
2018-06-30,GL,0,3357.0,24566.0,,,0.0
2018-06-30,FR,0,3103.05,197382.0,,,0.0
2018-06-30,SO,0,3256.5,167704.0,,,0.0
2018-06-30,BS,0,4857.0,122466.0,,,0.0
2018-06-30,BL,0,3542.0,169597.0,,,0.0
2018-06-30,SH,1,3327.0,49233.0,0.0,0.0,0.0
2018-06-30,AR,0,3390.0,33220.0,,,0.0
2018-06-30,AI,0,2838.0,9630.0,,,0.0
2018-06-30,SG,1,3476.0,310799.0,1.0,0.0,0.0
2018-06-30,GR,1,3635.0,120386.0,1.0,0.0,0.0
2018-06-30,AG,0,3021.2,421254.0,,,0.0
2018-06-30,TG,0,3286.0,171646.0,,,0.0
2018-06-30,TI,9,4340.75,209350.0,0.1111111111111111,0.4444444444444444,0.0
2018-06-30,VD,3,4267.26,492075.0,0.6666666666666666,0.3333333333333333,0.0
2018-06-30,VS,0,2812.5,208500.0,,,0.0
2018-06-30,NE,0,3126.0,105812.0,,,0.0
2018-06-30,GE,3,4892.0,312012.0,1.0,0.0,0.0
2018-06-30,JU,0,4403.55,42692.0,,,0.0
2018-07-31,ZG,54,2361.5,79597.0,0.4259259259259259,0.3888888888888889,0.0
2018-07-31,ZH,20,4356.0,962059.0,0.45,0.45,0.0
2018-07-31,BE,2,3180.9,622412.0,0.0,0.0,0.0
2018-07-31,LU,1,2629.7,254126.0,1.0,0.0,0.0
2018-07-31,UR,1,2982.3012,21651.0,0.0,0.0,0.0
2018-07-31,SZ,2,3043.85,99947.0,1.0,0.0,0.0
2018-07-31,OW,1,2726.3,23100.0,1.0,0.0,0.0
2018-07-31,NW,0,2541.0,26552.0,,,0.0
2018-07-31,GL,0,3357.0,24566.0,,,0.0
2018-07-31,FR,0,3103.05,197382.0,,,0.0
2018-07-31,SO,0,3256.5,167704.0,,,0.0
2018-07-31,BS,0,4857.0,122466.0,,,0.0
2018-07-31,BL,0,3542.0,169597.0,,,0.0
2018-07-31,SH,1,3327.0,49233.0,0.0,0.0,0.0
2018-07-31,AR,0,3390.0,33220.0,,,0.0
2018-07-31,AI,0,2838.0,9630.0,,,0.0
2018-07-31,SG,1,3476.0,310799.0,1.0,0.0,0.0
2018-07-31,GR,1,3635.0,120386.0,1.0,0.0,0.0
2018-07-31,AG,0,3021.2,421254.0,,,0.0
2018-07-31,TG,0,3286.0,171646.0,,,0.0
2018-07-31,TI,9,4340.75,209350.0,0.1111111111111111,0.4444444444444444,0.0
2018-07-31,VD,3,4267.26,492075.0,0.6666666666666666,0.3333333333333333,0.0
2018-07-31,VS,0,2812.5,208500.0,,,0.0
2018-07-31,NE,0,3126.0,105812.0,,,0.0
2018-07-31,GE,4,4892.0,312012.0,1.0,0.0,0.0
2018-07-31,JU,0,4403.55,42692.0,,,0.0
2018-08-31,ZG,56,2361.5,79597.0,0.4107142857142857,0.4107142857142857,0.0
2018-08-31,ZH,21,4356.0,962059.0,0.4761904761904761,0.4285714285714285,0.0
2018-08-31,BE,2,3180.9,622412.0,0.0,0.0,0.0
2018-08-31,LU,1,2629.7,254126.0,1.0,0.0,0.0
2018-08-31,UR,1,2982.3012,21651.0,0.0,0.0,0.0
2018-08-31,SZ,2,3043.85,99947.0,1.0,0.0,0.0
2018-08-31,OW,1,2726.3,23100.0,1.0,0.0,0.0
2018-08-31,NW,0,2541.0,26552.0,,,0.0
2018-08-31,GL,0,3357.0,24566.0,,,0.0
2018-08-31,FR,0,3103.05,197382.0,,,0.0
2018-08-31,SO,0,3256.5,167704.0,,,0.0
2018-08-31,BS,0,4857.0,122466.0,,,0.0
2018-08-31,BL,0,3542.0,169597.0,,,0.0
2018-08-31,SH,1,3327.0,49233.0,0.0,0.0,0.0
2018-08-31,AR,0,3390.0,33220.0,,,0.0
2018-08-31,AI,0,2838.0,9630.0,,,0.0
2018-08-31,SG,1,3476.0,310799.0,1.0,0.0,0.0
2018-08-31,GR,1,3635.0,120386.0,1.0,0.0,0.0
2018-08-31,AG,0,3021.2,421254.0,,,0.0
2018-08-31,TG,0,3286.0,171646.0,,,0.0
2018-08-31,TI,11,4340.75,209350.0,0.0909090909090909,0.4545454545454545,0.0
2018-08-31,VD,3,4267.26,492075.0,0.6666666666666666,0.3333333333333333,0.0
2018-08-31,VS,0,2812.5,208500.0,,,0.0
2018-08-31,NE,0,3126.0,105812.0,,,0.0
2018-08-31,GE,4,4892.0,312012.0,1.0,0.0,0.0
2018-08-31,JU,0,4403.55,42692.0,,,0.0
2018-09-30,ZG,57,2361.5,79597.0,0.4035087719298245,0.4210526315789473,0.0
2018-09-30,ZH,21,4356.0,962059.0,0.4761904761904761,0.4285714285714285,0.0
2018-09-30,BE,2,3180.9,622412.0,0.0,0.0,0.0
2018-09-30,LU,1,2629.7,254126.0,1.0,0.0,0.0
2018-09-30,UR,1,2982.3012,21651.0,0.0,0.0,0.0
2018-09-30,SZ,3,3043.85,99947.0,0.6666666666666666,0.3333333333333333,0.0
2018-09-30,OW,1,2726.3,23100.0,1.0,0.0,0.0
2018-09-30,NW,0,2541.0,26552.0,,,0.0
2018-09-30,GL,0,3357.0,24566.0,,,0.0
2018-09-30,FR,0,3103.05,197382.0,,,0.0
2018-09-30,SO,0,3256.5,167704.0,,,0.0
2018-09-30,BS,0,4857.0,122466.0,,,0.0
2018-09-30,BL,0,3542.0,169597.0,,,0.0
2018-09-30,SH,1,3327.0,49233.0,0.0,0.0,0.0
2018-09-30,AR,0,3390.0,33220.0,,,0.0
2018-09-30,AI,0,2838.0,9630.0,,,0.0
2018-09-30,SG,1,3476.0,310799.0,1.0,0.0,0.0
2018-09-30,GR,1,3635.0,120386.0,1.0,0.0,0.0
2018-09-30,AG,0,3021.2,421254.0,,,0.0
2018-09-30,TG,0,3286.0,171646.0,,,0.0
2018-09-30,TI,11,4340.75,209350.0,0.0909090909090909,0.4545454545454545,0.0
2018-09-30,VD,3,4267.26,492075.0,0.6666666666666666,0.3333333333333333,0.0
2018-09-30,VS,0,2812.5,208500.0,,,0.0
2018-09-30,NE,0,3126.0,105812.0,,,0.0
2018-09-30,GE,5,4892.0,312012.0,1.0,0.0,0.0
2018-09-30,JU,0,4403.55,42692.0,,,0.0
2018-10-31,ZG,57,2361.5,79597.0,0.4035087719298245,0.4210526315789473,0.0
2018-10-31,ZH,22,4356.0,962059.0,0.5,0.4090909090909091,0.0
2018-10-31,BE,2,3180.9,622412.0,0.0,0.0,0.0
2018-10-31,LU,1,2629.7,254126.0,1.0,0.0,0.0
2018-10-31,UR,1,2982.3012,21651.0,0.0,0.0,0.0
2018-10-31,SZ,3,3043.85,99947.0,0.6666666666666666,0.3333333333333333,0.0
2018-10-31,OW,1,2726.3,23100.0,1.0,0.0,0.0
2018-10-31,NW,0,2541.0,26552.0,,,0.0
2018-10-31,GL,0,3357.0,24566.0,,,0.0
2018-10-31,FR,0,3103.05,197382.0,,,0.0
2018-10-31,SO,0,3256.5,167704.0,,,0.0
2018-10-31,BS,0,4857.0,122466.0,,,0.0
2018-10-31,BL,0,3542.0,169597.0,,,0.0
2018-10-31,SH,1,3327.0,49233.0,0.0,0.0,0.0
2018-10-31,AR,0,3390.0,33220.0,,,0.0
2018-10-31,AI,0,2838.0,9630.0,,,0.0
2018-10-31,SG,1,3476.0,310799.0,1.0,0.0,0.0
2018-10-31,GR,1,3635.0,120386.0,1.0,0.0,0.0
2018-10-31,AG,1,3021.2,421254.0,0.0,0.0,0.0
2018-10-31,TG,0,3286.0,171646.0,,,0.0
2018-10-31,TI,11,4340.75,209350.0,0.0909090909090909,0.4545454545454545,0.0
2018-10-31,VD,3,4267.26,492075.0,0.6666666666666666,0.3333333333333333,0.0
2018-10-31,VS,0,2812.5,208500.0,,,0.0
2018-10-31,NE,2,3126.0,105812.0,0.5,0.5,0.0
2018-10-31,GE,7,4892.0,312012.0,0.7142857142857143,0.1428571428571428,0.0
2018-10-31,JU,0,4403.55,42692.0,,,0.0
2018-11-30,ZG,58,2361.5,79597.0,0.4137931034482758,0.4137931034482758,0.0
2018-11-30,ZH,22,4356.0,962059.0,0.5,0.4090909090909091,0.0
2018-11-30,BE,2,3180.9,622412.0,0.0,0.0,0.0
2018-11-30,LU,1,2629.7,254126.0,1.0,0.0,0.0
2018-11-30,UR,1,2982.3012,21651.0,0.0,0.0,0.0
2018-11-30,SZ,3,3043.85,99947.0,0.6666666666666666,0.3333333333333333,0.0
2018-11-30,OW,1,2726.3,23100.0,1.0,0.0,0.0
2018-11-30,NW,0,2541.0,26552.0,,,0.0
2018-11-30,GL,0,3357.0,24566.0,,,0.0
2018-11-30,FR,0,3103.05,197382.0,,,0.0
2018-11-30,SO,0,3256.5,167704.0,,,0.0
2018-11-30,BS,0,4857.0,122466.0,,,0.0
2018-11-30,BL,0,3542.0,169597.0,,,0.0
2018-11-30,SH,1,3327.0,49233.0,0.0,0.0,0.0
2018-11-30,AR,0,3390.0,33220.0,,,0.0
2018-11-30,AI,0,2838.0,9630.0,,,0.0
2018-11-30,SG,1,3476.0,310799.0,1.0,0.0,0.0
2018-11-30,GR,1,3635.0,120386.0,1.0,0.0,0.0
2018-11-30,AG,1,3021.2,421254.0,0.0,0.0,0.0
2018-11-30,TG,0,3286.0,171646.0,,,0.0
2018-11-30,TI,11,4340.75,209350.0,0.0909090909090909,0.4545454545454545,0.0
