canton,weights
AG,0.0513400654479765
AI,0.10427763812050436
AR,0.10427763812027956
BE,0.08512946660549195
BL,0.10427763812030112
BS,0.002250738146819613
FR,0.10427763812033708
GE,0.010704444976459289
GL,0.10427763812030542
GR,-0.013098362870253977
JU,0.10427763812030579
LU,0.06055785605684118
NE,-0.09580109220246298
NW,0.10427763812024683
OW,-0.06001097822710911
SG,-0.05659145244022153
SH,-0.06001097822711043
SO,0.1042776381202621
SZ,0.07489587616351778
TG,0.1042776381202835
TI,-0.05887597625800796
VD,0.026806067292657665
VS,0.10427763812029757
ZG,0.043974449841588756
ZH,-0.05404650550905932
