canton,weights
AG,0.0466494373639339
AI,0.14257696628817268
AR,0.07426913908512266
BE,0.08704501479805038
BL,0.055679459216561464
BS,0.010755594905125534
FR,0.10890047194525912
GE,0.013240707943273318
GL,0.09080937845472213
GR,-0.006454220402637174
JU,0.04966795593309781
LU,0.05520791802446226
NE,-0.09984978253511007
NW,0.19071889787281054
OW,-0.06685111201667529
SG,-0.05753867527392496
SH,-0.0547513091443777
SO,0.0863814277719243
SZ,0.06823464181044422
TG,0.09740617639702578
TI,-0.05571187543057393
VD,0.03191509828833633
VS,0.1421898647241686
ZG,0.04302666446751746
ZH,-0.05351784048630562
