canton,weights
AG,7.068553372622733e-10
AI,0.2855341261764555
AR,1.8298772221679323e-7
BE,-5.935241858660709e-10
BL,-2.522423562722982e-8
BS,1.4130737463190282e-9
FR,0.1331275950629818
GE,-7.719504145909119e-10
GL,0.048688699592964346
GR,-5.905199742579445e-10
JU,-7.596029714707745e-7
LU,3.1730959726870542e-9
NE,9.0845620311344e-10
NW,0.42515274127268265
OW,3.102202959111047e-7
SG,2.713462445495618e-9
SH,-3.088469250575353e-7
SO,0.028009451670370087
SZ,1.2973339414709991e-9
TG,0.07948797620367229
TI,-6.75889113128174e-11
UR,2.2812757750077615e-9
VD,1.430152941325414e-10
ZG,-1.4523424494222775e-10
ZH,1.8236783862633668e-11
