canton,weights
AG,0.06081568963487791
AI,-0.0032301191425023984
AR,-0.0032301191425032896
BE,0.39912290811190054
BL,-0.0032301191425029587
BS,0.5742414357357818
FR,-0.003230119142503392
GE,0.40068094314007363
GL,-0.003230119142503394
GR,-0.03043558402968592
JU,-0.0032301191425033985
LU,0.010621459328104188
NW,-0.00323011914250348
OW,-0.046855169900299296
SG,-0.1537394325025739
SH,-0.04685516990029956
SO,-0.0032301191425031825
SZ,-0.022159477229620583
TG,-0.003230119142503182
TI,-0.06696854806722151
UR,-0.14597021383435127
VD,0.05250477008272042
VS,-0.003230119142502723
ZG,-0.05436756860017934
ZH,0.10166514944365473
