canton,weights
AG,1.078880704664779
AI,-0.2993961050474247
AR,-0.1916726366255639
BE,-0.5099953634148615
BL,-0.15528328342814926
BS,1.2624597665950046
FR,-0.24663285560767267
GL,-0.22056854950950464
GR,-0.1545179761297586
JU,0.12377359224438168
LU,0.05466606334181569
NE,0.5622356552471013
NW,-0.3400756625995306
OW,-0.30109389877828874
SG,0.557896145324168
SH,-0.20410413602684888
SO,-0.20869359975492768
SZ,0.6521744512899141
TG,-0.2276090048967433
TI,0.09679972630213851
UR,0.09702441516493457
VD,-0.23023876782947791
VS,-0.2931931904330564
ZG,0.03446583867855761
ZH,0.06269867122999881
