canton,weights
AG,0.6455198339815595
AI,-0.12298090861862784
AR,-0.0561175156573633
BE,-0.5340468885273075
BL,-0.03590010548336815
BS,0.7803711606900463
FR,-0.0934784332516959
GL,-0.0740103824539127
GR,-0.1979689468664153
JU,0.3547186902886851
LU,-0.14252103847680558
NE,0.6745717191161829
NW,-0.14870600099704182
OW,-0.31263322376637204
SG,0.25087337537829685
SH,-0.2525214493706834
SO,-0.0692291200625706
SZ,0.43876464458793163
TG,-0.08112165002719143
TI,0.24549678220601706
UR,0.0031474993182136718
VD,-0.26651668229556147
VS,-0.12277336010263358
ZG,0.025152225564787068
ZH,0.09190977482843589
