canton,weights
AG,-0.09144759183675398
AI,-0.35012609146863993
AR,-0.2861375929239298
BE,0.7861951608523877
BL,-0.12506716767879905
BS,0.4676617275300431
FR,-0.127643075540226
GE,0.4198007033086224
GL,-0.3058138162454193
GR,0.22537838465912238
JU,-0.22370902474359697
LU,-0.1002865949545718
NE,0.34084167898073653
NW,-0.3463019511937243
OW,0.7866418806589976
SG,-0.6492105347142422
SH,0.8495085350135618
SO,-0.14634501395233337
SZ,0.20646208402408778
TG,-0.14864379647515932
TI,-0.27572257984058174
UR,-1.3470669707082368
VD,1.2855684060945884
VS,-0.132040557046557
ZG,0.28750379820025396
